account_value
1000000.0
999006.03976
1006005.7597600002
1004047.719764439
1002539.9550443531
1003980.4882642528
991652.4336112692
1001997.1243598087
1000644.533252568
998722.944040162
999997.4338478806
988200.923053056
981702.3172845868
988813.026
1045238.9679578124
1050695.426377799
1047853.3594793262
1038751.9757984738
1053069.353263815
1048255.9568371056
1048769.5035677054
1055895.7010435178
1066300.9794101608
1070165.768103459
1075069.574609375
1084215.4563963043
1086732.0987991877
1083642.8427219226
1077895.958755202
1078017.411866987
1077493.0307015623
1075327.2528744736
1058885.7037764336
1062854.3653337576
1062494.429946724
1061441.75
1056635.7974382737
1076468.4270457216
1079453.1671017844
1078593.553423125
1082509.2877841953
1088839.5970702404
1090639.7808125
1061504.248631
1066065.531952822
1064199.970667927
1065963.1684270112
1067553.5615767182
1066757.7807873609
1062804.865
1062804.865
1061353.5910709065
1062388.0601457611
1062245.2805088318
1064456.405901804
1082652.8799128262
1080144.4971407603
1079622.649787692
1139024.4469365927
1137492.373768423
1137605.681988373
1135595.0811954974
1135454.3383528374
1135454.3383528374
1185824.8657166369
1187848.8071776575
1185548.8301044677
1185301.0060490803
1185008.5577343751
1167271.7100718524
1167127.3776875
1157880.2120272887
1148270.456625418
1135162.9143543765
1134149.061765876
1131062.86654646
1126962.745
1145389.9219032398
1133195.1378443749
1113676.8228203133
1120151.2134801922
1102281.7674777217
1079011.3229980282
1074481.8677770726
1059694.54288125
1059620.3640625
1059478.5628962875
1066939.6960189436
1064907.99427178
1061256.04398262
1053414.7382080592
1060110.3741149716
1051003.8487593038
1057663.55014707
1052939.3379314514
1044167.7006361316
1039581.9443166133
1035755.095108875
1028077.5359728192
1027911.3659366874
1027835.4317902584
1026424.792142731
1026389.9708430972
1025900.2872137356
1028015.4627202742
1029990.3582268148
1013959.7278612484
1015483.1222962892
1021089.26624536
1018989.5798625
999379.1843155
1000520.558104
1000520.558104
1014013.205808
1013989.0862762358
1009930.2030296568
1011993.9357881952
1012332.268078798
1011626.1397876332
1010216.8405080538
1002419.1325155
1005091.206405875
1006351.577983625
985074.681640625
976212.168559375
976183.9151953124
976183.9151953124
991375.20911607
991096.05883875
980678.7681552892
972801.6507901064
974928.4751728076
974460.67439762
975430.40004424
978929.38817088
969700.734375
963258.12887817
963914.15320662
962022.41252258
961702.64871875
961702.64871875
967528.6508617752
967174.1509507126
969141.8745597764
972712.145046875
955794.900136
949839.509288
976764.0938558126
984067.21971232
993194.6739901116
991455.8398296876
993927.1058887676
989106.11953125
973393.023249375
1000618.535
995840.17473408
1024271.76635606
1029610.4740754
1029715.809469515
1027564.1986844324
1038109.0953034468
1041135.4941843702
1031083.58330575
1023174.07983575
1046902.59024575
1075112.353613965
1079926.675
1072823.4523070117
1088542.0989971925
1069008.956295166
1058888.023010254
1055935.8490557862
1057351.622012329
1055501.2030395507
1051842.140093994
1058864.0300476074
1058864.0300476074
1040266.38893825
1034040.4552122544
1005585.037542095
1005669.0981805
1000505.023813
1002368.2873046875
998701.0873046876
979018.5983593748
973262.05296875
980426.4922365
978771.62109375
960315.7821736876
960315.7821736876
961949.277994
964708.2068845
967455.4953125
956165.336953125
964175.772109375
956175.772109375
959487.6074609376
961072.78515625
962925.545078125
959598.2056640624
960456.6834234376
959634.7560234376
957832.771
954108.140916
957248.771
957280.771
967788.5435661328
962270.0878552904
964809.4263434288
948772.963359375
942837.841560692
948500.6601125
961228.971112875
964214.3258788747
957347.2709765624
951207.92709375
938350.411534375
937614.858659375
935136.025246
933974.755378
934225.4511718748
932144.8174609375
930349.2139843748
920273.8299
929112.54296875
925143.4375
931743.4375
933943.4375
998843.4375
1042843.4375
1042230.43078125
1048029.5125
1048632.5773892975
1032888.6544140624
1032474.2685486182
1016330.503520926
994992.6746112672
1016495.9603278124
1008222.33738252
1004172.95628939
1003886.0486328125
1002336.4636328124
1001208.4936328124
1023421.3386328124
1024633.9194140624
1060670.09875
1078595.455078125
1044073.9458944194
1060980.60956575
1051814.88125
1025811.45
1111420.3450000002
1111420.3450000002
1203577.0
1167017.9700000002
1154635.968203125
1184710.5182031249
1185594.13
1188601.4531490626
1194833.9931490626
1213018.355
1205984.9633834376
1195298.79788
1198389.720424
1197638.6218359375
1193311.625
1193364.7979652851
1169267.19375
1170214.258575
1157443.701206372
1144661.754609375
1138113.9781640624
1149721.47703125
1143190.3048828123
1146824.2048828125
1155007.3192562498
1155532.783046875
1158057.4477734377
1148232.8225
1136572.063852
1215368.0321562998
1205409.3814434814
1174931.8829446412
1180205.1858673096
1167170.3149265014
1185140.6812222288
1194951.415
1192749.1762546874
1196484.8557167249
1187723.913046875
1164139.247578125
1159653.61078125
1168428.4897207115
1113894.083745079
1096455.8406625
1095653.843671875
1090220.03921875
1078711.61421875
1096236.277725
1060625.7346179688
1054112.4515625
1061568.3753125
1063080.045
1082242.498046875
1084413.368046875
1122777.916484375
1094201.4830468749
1073945.42265625
1079757.552890625
1051638.30421875
1052772.388209375
1051093.49143779
1048285.5564
1049035.2072
1049702.7616
