ticker,timestamp,open,high,low,close,vol,liq,rsi,macd,cci,adx,turbulence
PGC,20240624,13614.245,13707.175,13614.245,13660.71,0.3398064057909515,418.50029821428535,48.33106661412935,142.04972089876355,-78.11337159286055,34.93624635098708,82.98646320294726
PHR,20240624,56789.16594,56789.16594,54658.4142,54658.4142,0.2631194498647184,1422.7069071428564,40.98665830927867,-47.58946327231388,-156.30885122410558,17.744533037924867,82.98646320294726
QNS,20240624,44703.8459229594,44793.9746445783,43622.301263533,44048.6101167903,0.111596801012121,684.0126194289286,43.78531930901009,100.064019605692,-148.73397237864904,42.71314271033156,82.98646320294726
RAL,20240624,149334.9252048096,149334.9252048096,138748.4468182704,138748.4468182704,0.3398475941387761,3118.393759878172,82.28305790395541,2838.3510919042747,345.03933985799284,27.96891693769877,82.98646320294726
SBA,20240624,30705.225,31038.46,30610.015,30848.04,0.0836647791247839,391.0410714285717,57.81342057594637,276.0415123917519,-21.986709196956376,21.731117895837368,82.98646320294726
SHP,20240624,32494.995552,32676.53184,32404.227408,32404.227408,0.1253761934768902,301.47990685714313,55.9463979044902,204.96586171496529,115.993665874896,14.89495242553934,82.98646320294726
SNZ,20240624,38780.94,39552.7,36755.07,37879.9102,0.5078322001902047,1949.245257142857,65.6100278751828,912.9591762210476,168.0531687946401,27.275981176833284,82.98646320294726
TCL,20240624,33620.44,33620.44,33059.32,33339.88,0.2102015873749398,993.0451259999984,47.51522151077157,194.69283380899287,-34.95082964146771,33.13539601822486,82.98646320294726
TCM,20240624,45354.044445,45443.854434,42794.4597585,43468.034676,0.3681006478665816,1479.8274147495426,49.64192340828924,1412.3258925285772,-57.24230833934288,32.111999892335774,82.98646320294726
TLG,20240624,45146.40877285,45146.40877285,41696.5416873775,44124.22593271,0.1426028427090562,1000.8873643037498,47.069675772084665,374.3243102416891,-217.5567332518008,32.758878076934884,82.98646320294726
VCS,20240624,76303.44524,76303.44524,71650.79614,71743.849122,0.4754786085099018,3285.363145028171,55.2078168982068,3091.811625847244,47.00041754835333,33.2294209194443,82.98646320294726
VIC,20240624,41650.0,42300.0,41100.0,41100.0,0.1705690347186039,814.2857142857143,26.332998606671765,-947.3010141740524,-124.37764789559974,31.09752376371232,82.98646320294726
VJC,20240624,102400.0,103000.0,100900.0,101600.0,0.1567070253453151,1935.7142857142856,30.662107740461337,-1858.658602759504,-147.68806073153922,20.325889182285884,82.98646320294726
VLB,20240624,35989.31154,35989.31154,33497.743818,34271.05261468,0.4202577540602609,1395.4097532999992,57.63851210748406,928.5904567685648,71.59316202850141,36.59799041929805,82.98646320294726
VPI,20240624,48164.74,48331.4,47498.1,47664.76,0.1351117338879028,809.4914285714289,39.75617024414006,-297.13809564294934,-81.35908155816553,17.32924647395321,82.98646320294726
VSH,20240624,46080.8951525858,46974.300262687,46080.8951525858,46645.1510115971,0.0545129998100927,738.906482038535,61.09678993066064,280.69535130234,64.75095785441475,13.986813326516891,82.98646320294726
ACB,20240625,20052.0,20219.1,19968.45,20093.775,0.1455569354330418,337.1839285714276,45.45444740023817,111.32980206955108,-200.353740916743,26.802427103587902,89.02074531818889
BMI,20240625,22209.313,22520.243382,21942.801244,21987.21987,0.3168269835640039,787.2585943254004,43.9071533156729,181.3396250672522,-162.1707369429669,22.644978700610523,89.02074531818889
CDC,20240625,14971.335,15085.62,14895.145,15047.525,0.0674244984832632,187.7539285714288,53.293493692311614,-16.787818581706233,19.04761904762128,21.13987036990952,89.02074531818889
CHP,20240625,29448.938918322,29805.8957536956,29448.938918322,29805.8957536956,0.1062319594478544,363.33106457669993,40.94053910108379,213.3729948356995,-242.42424242424264,23.131066015699272,89.02074531818889
DP3,20240625,60426.6,60426.6,59475.0,59475.0,0.1676295160034699,1325.4428571428575,45.048919188612345,-111.53285561636584,-11.276726399821971,20.839160693955023,89.02074531818889
DSN,20240625,53261.94503,53354.735875,52426.827425,53354.735875,0.0818651498676125,603.1404924999998,73.84244699746654,323.0068366386622,188.2129277566536,18.56315426301489,89.02074531818889
EID,20240625,24387.99,24387.99,23553.42,23646.15,0.203183115528848,496.7678571428577,66.4370340835149,399.76414815913085,166.97047028800608,22.34857678066553,89.02074531818889
FOX,20240625,68579.1901214,68958.42988244,65102.8256452,66858.7057388152,0.6761810170907812,4020.528385701803,61.90507429044048,4996.924952278045,27.780134673212714,53.60936447441605,89.02074531818889
FPT,20240625,112169.95022724,112255.576143444,110114.928238344,111313.6910652,0.2816038399634041,3002.2109810351426,60.60051741130484,4245.591490505394,49.434365829990384,50.53123450769336,89.02074531818889
IDV,20240625,32163.790848,32498.830336,31744.991488,31996.271104,0.2516461508570022,1070.9297920000004,39.683242690747846,59.75172341302096,-123.34801762114516,33.091780212332644,89.02074531818889
MCH,20240625,131151.4866700116,131687.2848452409,129782.2246666479,130578.1826225163,0.3063993074489889,4238.758897369428,74.93130158233069,7553.542877018772,57.66154781678008,39.531962812811386,89.02074531818889
MPC,20240625,18070.9,18070.9,17119.8,17355.6728,0.3789887134858733,913.395678571429,53.9592378246798,362.25709931411257,41.88816227754113,39.82191397926898,89.02074531818889
NCT,20240625,97708.78,97803.92,94569.16,95140.0,0.1957690278252944,1590.1971428571435,68.48182559746205,2105.2021377666533,154.63306152705735,36.16023981243781,89.02074531818889
NTC,20240625,200108.19,203380.9875,200108.19,201312.57948,0.3090146844198693,5807.812934999996,43.43639445589289,1357.0773222783464,-83.36542089529152,23.07792796572603,89.02074531818889
PGC,20240625,13660.71,13660.71,13521.315,13567.78,0.3409428273094853,400.7075221428567,46.40453378123453,105.60877422470548,-97.67801776413452,32.70695123313708,89.02074531818889
PHR,20240625,54658.4142,55214.26248,54565.77282,54658.4142,0.2612574070106654,1376.3862171428566,40.98665830927867,-184.32950299588992,-167.55025403136725,18.19636627575191,89.02074531818889
QNS,20240625,43982.8161500085,44163.0735932462,43712.4299851519,43900.7990133353,0.1112685155603526,593.8838978100497,42.15506220685887,33.42971254294389,-162.14890288471582,40.35360951119252,89.02074531818889
RAL,20240625,142308.5014969296,142870.61539356,133595.7360991584,137624.2190250096,0.3432373721637269,3519.903686042742,78.16697914054302,3402.4335352646885,191.19316891493003,30.03320630608677,89.02074531818889
SBA,20240625,30657.62,32847.45,30657.62,32847.45,0.2350782314792367,510.0535714285717,81.15431351774865,411.3238590267065,450.4600174156304,23.330435382322538,89.02074531818889
