account_value
1000000.0
981109.494589028
999810.5903825456
975009.994718036
980847.514571422
980792.6984204928
970904.1666584824
981001.6022086792
984951.3932217582
980183.6294206312
980628.5905949194
966433.5433202144
956291.5161665176
924330.0227576188
906466.7799917638
907454.227745034
933038.686123045
963375.5843771374
978595.0575839516
976798.5284914132
976798.5284914132
982723.2150110308
992731.4673542274
1000809.4157943856
1002784.311300924
1002784.311300924
1004396.0415031944
1012919.9059783506
1003631.551767424
1005338.8976529624
1003453.185353424
1003542.368560424
1003765.326577924
1000802.9833181154
996267.068983266
995276.5461522765
997075.8658873708
999961.5191236607
1006008.889730588
1001605.9404018862
1005124.0715649632
1005289.7805799632
1013022.2626061214
1016748.9770101354
1013378.0508000364
1013493.9028700364
1014465.3283765772
1016584.3088831156
1012773.9128700364
1013612.5856233068
1013737.9106233068
1013482.5706233068
1014080.3362015772
1013931.9704915772
1014947.6254648452
1021627.983422733
1019434.8329161945
1021549.123422733
1021665.068422733
1033728.0064619704
1035669.2127085092
1033694.3172019704
1033787.2472019704
1033787.2472019704
1079581.5638523768
1081463.5293589155
1069521.226319678
1081370.5993589156
1042244.4092281286
1081463.5293589155
1071681.9818262188
1071681.9818262188
1071310.2618262188
1061435.784293522
1061435.784293522
1057578.9232804428
1057671.8532804428
1055696.9577739043
1053907.922267364
1039038.0582150496
1044405.1647346672
1026445.2451758122
1021937.8741627332
1041315.1092281286
1041315.1092281286
1049214.6912542847
1051189.5867608252
1059089.1687869816
1057114.273280443
1051189.5867608252
1056928.4132804428
1018603.8109029244
1041500.9692281286
1022216.6641627332
1022495.4541627332
1022216.6641627332
1020241.7686561946
1027862.5606823527
1021937.8741627332
1024191.5596692736
1026259.3851758122
1024470.3496692736
1024005.6996692736
1024005.6996692736
1026259.3851758122
1028048.4206823529
1012063.3966300364
1014224.1521365772
1022123.7341627332
1022123.7341627332
1027862.5606823527
1027955.4906823528
1027955.4906823528
1021752.0141627332
1023912.7696692736
1019498.3286561946
1021473.2241627332
1021287.3641627332
1020764.5664094648
1020485.776409465
1020950.4264094648
1025887.665175812
1025701.805175812
1029744.5261888914
1025794.7351758122
1021566.1541627332
1021566.1541627332
1041537.5312481284
1041555.5312481284
1031614.9749554298
1027588.7754682372
1025845.054254944
1034841.0453193953
1028072.4802733588
1032399.9062917735
1034061.3844065656
1032875.884111319
1028598.605480904
1028490.2115691124
1028340.893263527
1022312.350395654
1027418.3352134838
1025662.628613484
1028492.159894484
1026715.396837484
1009698.0368509964
1010666.05995625
1022261.22095625
1019887.420975
1005130.1064268188
999189.9898148256
993285.0799828308
993917.5403168488
996143.6060788512
992448.140625
988949.524765625
987352.916065625
987485.118965625
987443.270565625
989710.116565625
1002950.062765625
1011157.8710645
1009226.0397
1009293.5678
1007095.2556472996
1002974.636481455
998978.6999535433
992572.56746915
993339.01675665
993440.6466528242
995263.3644129
993963.3644129
1012390.542013658
993363.3644129
993200.95953825
993200.95953825
1012771.42227589
995551.564812014
995455.574812014
1002263.20465707
1002520.20465707
993141.95328825
993059.95328825
994355.95328825
982847.70191943
985854.95916625
985813.95916625
993680.86460625
993733.86460625
993733.86460625
992897.065879375
993808.425075
993808.425075
995746.651435
996430.134615
993951.240075
993522.795075
994141.660075
994094.055075
1003880.396875
1003689.976875
1003404.346875
1003404.346875
999813.524155
1003594.766875
1003642.371875
1011823.722315
1004070.816875
1015874.16316
1015810.16316
1013385.215628125
1013337.610628125
1013623.240628125
1015847.096988125
1023552.397428125
1032767.479228125
1033148.3192281248
1034848.520588125
1051816.507828125
1055978.590548125
1071389.191428125
1061698.059628125
1061745.664628125
1061745.664628125
1061745.664628125
1061745.664628125
1062078.899628125
1063731.495988125
1069524.329365
1075177.0084449998
1077049.234805
1074897.0084449998
1080651.687525
1080399.687525
1079977.687525
1064585.876645
1002470.633125
1021734.896725
1044951.613045
1060303.423925
1060195.423925
1060225.423925
1069776.555725
1069788.555725
1060919.423925
1061165.423925
1060663.423925
1051216.744845
1038481.613045
987711.727685
1033669.160325
1044028.065765
1044028.065765
972015.7361867281
984089.4932374825
948738.4027735619
990702.8664688867
924139.4824399753
861678.6377813125
826817.0239545846
821900.5030654486
878012.6544520779
936452.5391800238
950233.0903590847
950321.6675016521
977647.6797262118
984667.4092103075
1024408.8335324596
1093357.9629485772
1066081.4241219028
1105649.2651714173
1108364.95406962
1111216.6087003762
1111169.473913091
1113671.2433920763
1189712.3454181866
1269952.0692655505
1259544.7822351546
1244060.6640631193
1250579.6799059182
1272725.0623380474
1273287.8154407043
1303842.0348601362
1303925.785219198
1321250.7518741512
1315993.4102154144
1317597.425155495
1318905.6602409787
1317839.688897759
1304812.3588426956
1218452.3641539884
1222029.0330385535
1216884.0897187276
1173577.1910239907
1159970.6469482495
1164734.8862169255
1197130.9880933492
1199955.4495775949
1214339.7176435424
1182362.3902233837
1257286.7603661208
1296428.5754536344
1298976.5732816877
1288268.8186239877
1295364.4169868485
1295561.0857537484
1295915.5030966047
1293866.8606659998
1281901.8762012883
1248907.525101629
1262866.6736437925
1266673.7141552917
1287975.0122553464
1371865.8692408812
1453218.69921875
